,0
17401,Salmonella_enterica
17402,Salmonella_enterica
17403,Streptococcus_pyogenes
17404,Streptococcus_pneumoniae
17405,Salmonella_enterica
17406,Escherichia_coli
17407,Escherichia_fergusonii
17408,Streptococcus_pyogenes
17409,Campylobacter_jejuni
17410,Streptococcus_pyogenes
17411,Bacteroides_fragilis
17412,Streptococcus_pyogenes
17413,Salmonella_enterica
17414,Salmonella_enterica
17415,Campylobacter_jejuni
17416,Enterococcus_hirae
17417,Escherichia_coli
17418,Enterococcus_hirae
17419,Enterococcus_hirae
17420,Escherichia_coli
17421,Streptococcus_pyogenes
17422,Escherichia_fergusonii
17423,Salmonella_enterica
17424,Enterococcus_hirae
17425,Streptococcus_pneumoniae
17426,Salmonella_enterica
17427,Campylobacter_jejuni
17428,Escherichia_fergusonii
17429,Bacteroides_fragilis
17430,Streptococcus_pneumoniae
17431,Escherichia_fergusonii
17432,Enterococcus_hirae
17433,Streptococcus_pneumoniae
17434,Escherichia_coli
17435,Bacteroides_fragilis
17436,Salmonella_enterica
17437,Klebsiella_pneumoniae
17438,Streptococcus_pneumoniae
17439,Streptococcus_pneumoniae
17440,Escherichia_coli
17441,Campylobacter_jejuni
17442,Klebsiella_pneumoniae
17443,Streptococcus_pyogenes
17444,Escherichia_fergusonii
17445,Escherichia_coli
17446,Streptococcus_pneumoniae
17447,Salmonella_enterica
17448,Bacteroides_fragilis
17449,Bacteroides_fragilis
17450,Escherichia_coli
17451,Enterococcus_hirae
17452,Streptococcus_pyogenes
17453,Bacteroides_fragilis
17454,Bacteroides_fragilis
17455,Escherichia_fergusonii
17456,Streptococcus_pyogenes
17457,Escherichia_coli
17458,Escherichia_fergusonii
17459,Streptococcus_pyogenes
17460,Enterococcus_hirae
17461,Enterococcus_hirae
17462,Streptococcus_pyogenes
17463,Klebsiella_pneumoniae
17464,Campylobacter_jejuni
17465,Escherichia_coli
17466,Escherichia_fergusonii
17467,Streptococcus_pneumoniae
17468,Escherichia_fergusonii
17469,Escherichia_coli
17470,Escherichia_fergusonii
17471,Escherichia_fergusonii
17472,Escherichia_coli
17473,Streptococcus_pyogenes
17474,Bacteroides_fragilis
17475,Streptococcus_pyogenes
17476,Streptococcus_pneumoniae
17477,Escherichia_fergusonii
17478,Bacteroides_fragilis
17479,Enterococcus_hirae
17480,Klebsiella_pneumoniae
17481,Escherichia_fergusonii
17482,Salmonella_enterica
17483,Enterococcus_hirae
17484,Streptococcus_pyogenes
17485,Streptococcus_pyogenes
17486,Escherichia_fergusonii
17487,Streptococcus_pyogenes
17488,Escherichia_fergusonii
17489,Escherichia_coli
17490,Enterococcus_hirae
17491,Streptococcus_pneumoniae
17492,Enterococcus_hirae
17493,Streptococcus_pneumoniae
17494,Escherichia_coli
17495,Escherichia_coli
17496,Salmonella_enterica
17497,Enterococcus_hirae
17498,Staphylococcus_aureus
17499,Staphylococcus_aureus
17500,Streptococcus_pneumoniae
17501,Enterococcus_hirae
17502,Streptococcus_pneumoniae
17503,Escherichia_coli
17504,Bacteroides_fragilis
17505,Escherichia_coli
17506,Bacteroides_fragilis
17507,Escherichia_fergusonii
17508,Enterococcus_hirae
17509,Salmonella_enterica
17510,Enterococcus_hirae
17511,Streptococcus_pneumoniae
17512,Streptococcus_pyogenes
17513,Escherichia_coli
17514,Salmonella_enterica
17515,Streptococcus_pyogenes
17516,Salmonella_enterica
17517,Streptococcus_pyogenes
17518,Streptococcus_pneumoniae
17519,Streptococcus_pneumoniae
17520,Streptococcus_pneumoniae
17521,Streptococcus_pyogenes
17522,Streptococcus_pneumoniae
17523,Streptococcus_pyogenes
17524,Streptococcus_pyogenes
17525,Bacteroides_fragilis
17526,Salmonella_enterica
17527,Streptococcus_pneumoniae
17528,Enterococcus_hirae
17529,Escherichia_coli
17530,Staphylococcus_aureus
17531,Streptococcus_pyogenes
17532,Bacteroides_fragilis
17533,Streptococcus_pyogenes
17534,Streptococcus_pyogenes
17535,Enterococcus_hirae
17536,Escherichia_fergusonii
17537,Bacteroides_fragilis
17538,Streptococcus_pyogenes
17539,Streptococcus_pneumoniae
17540,Streptococcus_pyogenes
17541,Streptococcus_pneumoniae
17542,Streptococcus_pneumoniae
17543,Enterococcus_hirae
17544,Escherichia_coli
17545,Streptococcus_pneumoniae
17546,Salmonella_enterica
17547,Streptococcus_pyogenes
17548,Escherichia_fergusonii
17549,Escherichia_coli
17550,Streptococcus_pyogenes
17551,Bacteroides_fragilis
17552,Escherichia_fergusonii
17553,Escherichia_fergusonii
17554,Enterococcus_hirae
17555,Campylobacter_jejuni
17556,Streptococcus_pyogenes
17557,Escherichia_coli
17558,Salmonella_enterica
17559,Escherichia_fergusonii
17560,Bacteroides_fragilis
17561,Streptococcus_pyogenes
17562,Escherichia_fergusonii
17563,Bacteroides_fragilis
17564,Streptococcus_pneumoniae
17565,Escherichia_coli
17566,Streptococcus_pyogenes
17567,Bacteroides_fragilis
17568,Streptococcus_pneumoniae
17569,Escherichia_fergusonii
17570,Campylobacter_jejuni
17571,Staphylococcus_aureus
17572,Klebsiella_pneumoniae
17573,Streptococcus_pyogenes
17574,Escherichia_coli
17575,Salmonella_enterica
17576,Escherichia_coli
17577,Streptococcus_pneumoniae
17578,Streptococcus_pneumoniae
17579,Streptococcus_pyogenes
17580,Streptococcus_pneumoniae
17581,Streptococcus_pyogenes
17582,Enterococcus_hirae
17583,Escherichia_coli
17584,Streptococcus_pyogenes
17585,Streptococcus_pneumoniae
17586,Streptococcus_pyogenes
17587,Enterococcus_hirae
17588,Streptococcus_pyogenes
17589,Staphylococcus_aureus
17590,Bacteroides_fragilis
17591,Staphylococcus_aureus
17592,Enterococcus_hirae
17593,Salmonella_enterica
17594,Campylobacter_jejuni
17595,Escherichia_fergusonii
17596,Streptococcus_pyogenes
17597,Streptococcus_pyogenes
17598,Streptococcus_pneumoniae
17599,Escherichia_coli
17600,Streptococcus_pneumoniae
17601,Streptococcus_pneumoniae
17602,Escherichia_fergusonii
17603,Escherichia_fergusonii
17604,Salmonella_enterica
17605,Streptococcus_pneumoniae
17606,Bacteroides_fragilis
17607,Staphylococcus_aureus
17608,Escherichia_coli
17609,Escherichia_coli
17610,Enterococcus_hirae
17611,Salmonella_enterica
17612,Escherichia_fergusonii
17613,Streptococcus_pyogenes
17614,Enterococcus_hirae
17615,Salmonella_enterica
17616,Enterococcus_hirae
17617,Enterococcus_hirae
17618,Escherichia_coli
17619,Escherichia_coli
17620,Bacteroides_fragilis
17621,Streptococcus_pyogenes
17622,Streptococcus_pneumoniae
17623,Bacteroides_fragilis
17624,Streptococcus_pyogenes
17625,Escherichia_coli
17626,Streptococcus_pyogenes
17627,Streptococcus_pneumoniae
17628,Escherichia_coli
17629,Staphylococcus_aureus
17630,Klebsiella_pneumoniae
17631,Klebsiella_pneumoniae
17632,Klebsiella_pneumoniae
17633,Escherichia_coli
17634,Streptococcus_pyogenes
17635,Streptococcus_pyogenes
17636,Escherichia_fergusonii
17637,Streptococcus_pneumoniae
17638,Bacteroides_fragilis
17639,Escherichia_coli
17640,Escherichia_fergusonii
17641,Enterococcus_hirae
17642,Escherichia_coli
17643,Streptococcus_pneumoniae
17644,Enterococcus_hirae
17645,Bacteroides_fragilis
17646,Streptococcus_pneumoniae
17647,Escherichia_fergusonii
17648,Bacteroides_fragilis
17649,Escherichia_coli
17650,Bacteroides_fragilis
17651,Enterococcus_hirae
17652,Streptococcus_pyogenes
17653,Bacteroides_fragilis
17654,Streptococcus_pyogenes
17655,Streptococcus_pyogenes
17656,Salmonella_enterica
17657,Escherichia_coli
17658,Escherichia_coli
17659,Salmonella_enterica
17660,Escherichia_fergusonii
17661,Escherichia_fergusonii
17662,Klebsiella_pneumoniae
17663,Escherichia_fergusonii
17664,Bacteroides_fragilis
17665,Escherichia_coli
17666,Escherichia_fergusonii
17667,Escherichia_coli
17668,Campylobacter_jejuni
17669,Streptococcus_pneumoniae
17670,Enterococcus_hirae
17671,Enterococcus_hirae
17672,Bacteroides_fragilis
17673,Streptococcus_pyogenes
17674,Streptococcus_pyogenes
17675,Bacteroides_fragilis
17676,Salmonella_enterica
17677,Streptococcus_pyogenes
17678,Streptococcus_pyogenes
17679,Escherichia_fergusonii
17680,Escherichia_fergusonii
17681,Streptococcus_pyogenes
17682,Escherichia_coli
17683,Salmonella_enterica
17684,Streptococcus_pyogenes
17685,Bacteroides_fragilis
17686,Streptococcus_pyogenes
17687,Salmonella_enterica
17688,Bacteroides_fragilis
17689,Staphylococcus_aureus
17690,Escherichia_fergusonii
17691,Salmonella_enterica
17692,Bacteroides_fragilis
17693,Bacteroides_fragilis
17694,Bacteroides_fragilis
17695,Bacteroides_fragilis
17696,Enterococcus_hirae
17697,Streptococcus_pneumoniae
17698,Escherichia_coli
17699,Escherichia_fergusonii
17700,Escherichia_fergusonii
17701,Escherichia_coli
17702,Streptococcus_pyogenes
17703,Campylobacter_jejuni
17704,Bacteroides_fragilis
17705,Bacteroides_fragilis
17706,Streptococcus_pneumoniae
17707,Enterococcus_hirae
17708,Salmonella_enterica
17709,Escherichia_coli
17710,Streptococcus_pyogenes
17711,Klebsiella_pneumoniae
17712,Escherichia_coli
17713,Staphylococcus_aureus
17714,Streptococcus_pneumoniae
17715,Bacteroides_fragilis
17716,Streptococcus_pyogenes
17717,Streptococcus_pneumoniae
17718,Streptococcus_pneumoniae
17719,Streptococcus_pneumoniae
17720,Bacteroides_fragilis
17721,Streptococcus_pneumoniae
17722,Salmonella_enterica
17723,Enterococcus_hirae
17724,Escherichia_fergusonii
17725,Streptococcus_pneumoniae
17726,Enterococcus_hirae
17727,Streptococcus_pyogenes
17728,Bacteroides_fragilis
17729,Escherichia_fergusonii
17730,Escherichia_coli
17731,Bacteroides_fragilis
17732,Salmonella_enterica
17733,Escherichia_fergusonii
17734,Streptococcus_pyogenes
17735,Enterococcus_hirae
17736,Streptococcus_pyogenes
17737,Klebsiella_pneumoniae
17738,Klebsiella_pneumoniae
17739,Campylobacter_jejuni
17740,Escherichia_fergusonii
17741,Escherichia_coli
17742,Streptococcus_pneumoniae
17743,Bacteroides_fragilis
17744,Enterococcus_hirae
17745,Escherichia_coli
17746,Escherichia_fergusonii
17747,Enterococcus_hirae
17748,Streptococcus_pneumoniae
17749,Salmonella_enterica
17750,Bacteroides_fragilis
17751,Staphylococcus_aureus
17752,Klebsiella_pneumoniae
17753,Escherichia_coli
17754,Bacteroides_fragilis
17755,Escherichia_fergusonii
17756,Escherichia_coli
17757,Enterococcus_hirae
17758,Bacteroides_fragilis
17759,Streptococcus_pyogenes
17760,Streptococcus_pyogenes
17761,Enterococcus_hirae
17762,Escherichia_fergusonii
17763,Bacteroides_fragilis
17764,Staphylococcus_aureus
17765,Staphylococcus_aureus
17766,Streptococcus_pneumoniae
17767,Staphylococcus_aureus
17768,Escherichia_coli
17769,Escherichia_fergusonii
17770,Escherichia_fergusonii
17771,Streptococcus_pneumoniae
17772,Staphylococcus_aureus
17773,Bacteroides_fragilis
17774,Enterococcus_hirae
17775,Streptococcus_pyogenes
17776,Streptococcus_pyogenes
17777,Escherichia_coli
17778,Escherichia_coli
17779,Streptococcus_pneumoniae
17780,Escherichia_coli
17781,Streptococcus_pneumoniae
17782,Streptococcus_pneumoniae
17783,Bacteroides_fragilis
17784,Bacteroides_fragilis
17785,Streptococcus_pyogenes
17786,Escherichia_coli
17787,Streptococcus_pyogenes
17788,Escherichia_fergusonii
17789,Klebsiella_pneumoniae
17790,Escherichia_coli
17791,Salmonella_enterica
17792,Enterococcus_hirae
17793,Streptococcus_pneumoniae
17794,Streptococcus_pyogenes
17795,Bacteroides_fragilis
17796,Escherichia_coli
17797,Streptococcus_pneumoniae
17798,Streptococcus_pneumoniae
17799,Enterococcus_hirae
17800,Bacteroides_fragilis
17801,Streptococcus_pneumoniae
17802,Streptococcus_pneumoniae
17803,Streptococcus_pneumoniae
17804,Klebsiella_pneumoniae
17805,Staphylococcus_aureus
17806,Staphylococcus_aureus
17807,Enterococcus_hirae
17808,Escherichia_fergusonii
17809,Bacteroides_fragilis
17810,Bacteroides_fragilis
17811,Streptococcus_pyogenes
17812,Escherichia_fergusonii
17813,Enterococcus_hirae
17814,Escherichia_fergusonii
17815,Enterococcus_hirae
17816,Enterococcus_hirae
17817,Escherichia_coli
17818,Streptococcus_pyogenes
17819,Salmonella_enterica
17820,Escherichia_coli
17821,Bacteroides_fragilis
17822,Enterococcus_hirae
17823,Staphylococcus_aureus
17824,Enterococcus_hirae
17825,Escherichia_coli
17826,Escherichia_coli
17827,Streptococcus_pneumoniae
17828,Escherichia_coli
17829,Streptococcus_pyogenes
17830,Salmonella_enterica
17831,Escherichia_fergusonii
17832,Escherichia_fergusonii
17833,Escherichia_coli
17834,Streptococcus_pneumoniae
17835,Escherichia_coli
17836,Escherichia_fergusonii
17837,Klebsiella_pneumoniae
17838,Streptococcus_pneumoniae
17839,Enterococcus_hirae
17840,Streptococcus_pyogenes
17841,Escherichia_fergusonii
17842,Escherichia_coli
17843,Enterococcus_hirae
17844,Escherichia_coli
17845,Escherichia_fergusonii
17846,Streptococcus_pyogenes
17847,Bacteroides_fragilis
17848,Escherichia_coli
17849,Bacteroides_fragilis
17850,Campylobacter_jejuni
17851,Escherichia_fergusonii
17852,Streptococcus_pyogenes
17853,Streptococcus_pneumoniae
17854,Bacteroides_fragilis
17855,Staphylococcus_aureus
17856,Bacteroides_fragilis
17857,Streptococcus_pneumoniae
17858,Salmonella_enterica
17859,Bacteroides_fragilis
17860,Salmonella_enterica
17861,Streptococcus_pneumoniae
17862,Salmonella_enterica
17863,Streptococcus_pneumoniae
17864,Escherichia_fergusonii
17865,Escherichia_coli
17866,Streptococcus_pyogenes
17867,Klebsiella_pneumoniae
17868,Staphylococcus_aureus
17869,Enterococcus_hirae
17870,Bacteroides_fragilis
17871,Escherichia_coli
17872,Streptococcus_pneumoniae
17873,Campylobacter_jejuni
17874,Enterococcus_hirae
17875,Campylobacter_jejuni
17876,Klebsiella_pneumoniae
17877,Campylobacter_jejuni
17878,Staphylococcus_aureus
17879,Bacteroides_fragilis
17880,Escherichia_coli
17881,Escherichia_fergusonii
17882,Enterococcus_hirae
17883,Escherichia_fergusonii
17884,Enterococcus_hirae
17885,Streptococcus_pneumoniae
17886,Bacteroides_fragilis
17887,Streptococcus_pyogenes
17888,Enterococcus_hirae
17889,Bacteroides_fragilis
17890,Escherichia_fergusonii
17891,Streptococcus_pneumoniae
17892,Escherichia_fergusonii
17893,Escherichia_coli
17894,Escherichia_fergusonii
17895,Bacteroides_fragilis
17896,Salmonella_enterica
17897,Klebsiella_pneumoniae
17898,Escherichia_fergusonii
17899,Klebsiella_pneumoniae
17900,Escherichia_fergusonii
17901,Bacteroides_fragilis
17902,Escherichia_fergusonii
17903,Escherichia_fergusonii
17904,Klebsiella_pneumoniae
17905,Salmonella_enterica
17906,Enterococcus_hirae
17907,Streptococcus_pneumoniae
17908,Enterococcus_hirae
17909,Klebsiella_pneumoniae
17910,Klebsiella_pneumoniae
17911,Enterococcus_hirae
17912,Bacteroides_fragilis
17913,Bacteroides_fragilis
17914,Escherichia_fergusonii
17915,Escherichia_fergusonii
17916,Escherichia_fergusonii
17917,Escherichia_coli
17918,Bacteroides_fragilis
17919,Salmonella_enterica
17920,Streptococcus_pneumoniae
17921,Escherichia_fergusonii
17922,Escherichia_coli
17923,Escherichia_coli
17924,Streptococcus_pneumoniae
17925,Escherichia_fergusonii
17926,Streptococcus_pyogenes
17927,Streptococcus_pyogenes
17928,Streptococcus_pyogenes
17929,Escherichia_fergusonii
17930,Escherichia_fergusonii
17931,Enterococcus_hirae
17932,Streptococcus_pneumoniae
17933,Streptococcus_pneumoniae
17934,Streptococcus_pyogenes
17935,Escherichia_fergusonii
17936,Bacteroides_fragilis
17937,Bacteroides_fragilis
17938,Streptococcus_pyogenes
17939,Streptococcus_pneumoniae
17940,Salmonella_enterica
17941,Streptococcus_pyogenes
17942,Streptococcus_pyogenes
17943,Enterococcus_hirae
17944,Enterococcus_hirae
17945,Streptococcus_pyogenes
17946,Escherichia_coli
17947,Escherichia_fergusonii
17948,Bacteroides_fragilis
17949,Streptococcus_pneumoniae
17950,Enterococcus_hirae
17951,Escherichia_fergusonii
17952,Escherichia_fergusonii
17953,Escherichia_fergusonii
17954,Bacteroides_fragilis
17955,Escherichia_coli
17956,Escherichia_fergusonii
17957,Streptococcus_pneumoniae
17958,Campylobacter_jejuni
17959,Enterococcus_hirae
17960,Campylobacter_jejuni
17961,Enterococcus_hirae
17962,Escherichia_fergusonii
17963,Escherichia_fergusonii
17964,Staphylococcus_aureus
17965,Enterococcus_hirae
17966,Bacteroides_fragilis
17967,Streptococcus_pyogenes
17968,Escherichia_fergusonii
17969,Escherichia_coli
17970,Klebsiella_pneumoniae
17971,Streptococcus_pyogenes
17972,Streptococcus_pyogenes
17973,Escherichia_coli
17974,Bacteroides_fragilis
17975,Enterococcus_hirae
17976,Salmonella_enterica
17977,Campylobacter_jejuni
17978,Streptococcus_pyogenes
17979,Streptococcus_pyogenes
17980,Escherichia_fergusonii
17981,Streptococcus_pyogenes
17982,Campylobacter_jejuni
17983,Streptococcus_pneumoniae
17984,Streptococcus_pyogenes
17985,Streptococcus_pyogenes
17986,Enterococcus_hirae
17987,Escherichia_fergusonii
17988,Escherichia_fergusonii
17989,Salmonella_enterica
17990,Streptococcus_pyogenes
17991,Streptococcus_pneumoniae
17992,Escherichia_fergusonii
17993,Streptococcus_pneumoniae
17994,Streptococcus_pneumoniae
17995,Klebsiella_pneumoniae
17996,Streptococcus_pyogenes
17997,Streptococcus_pyogenes
17998,Enterococcus_hirae
17999,Salmonella_enterica
18000,Streptococcus_pyogenes
18001,Streptococcus_pyogenes
18002,Bacteroides_fragilis
18003,Escherichia_coli
18004,Streptococcus_pyogenes
18005,Streptococcus_pneumoniae
18006,Bacteroides_fragilis
18007,Bacteroides_fragilis
18008,Streptococcus_pneumoniae
18009,Escherichia_coli
18010,Escherichia_coli
18011,Streptococcus_pyogenes
18012,Salmonella_enterica
18013,Enterococcus_hirae
18014,Bacteroides_fragilis
18015,Streptococcus_pneumoniae
18016,Escherichia_fergusonii
18017,Staphylococcus_aureus
18018,Escherichia_coli
18019,Bacteroides_fragilis
18020,Escherichia_coli
18021,Streptococcus_pyogenes
18022,Escherichia_fergusonii
18023,Enterococcus_hirae
18024,Streptococcus_pyogenes
18025,Escherichia_coli
18026,Streptococcus_pyogenes
18027,Escherichia_fergusonii
18028,Escherichia_fergusonii
18029,Streptococcus_pneumoniae
18030,Escherichia_fergusonii
18031,Campylobacter_jejuni
18032,Campylobacter_jejuni
18033,Enterococcus_hirae
18034,Bacteroides_fragilis
18035,Salmonella_enterica
18036,Streptococcus_pneumoniae
18037,Streptococcus_pyogenes
18038,Enterococcus_hirae
18039,Streptococcus_pneumoniae
18040,Escherichia_coli
18041,Campylobacter_jejuni
18042,Streptococcus_pneumoniae
18043,Bacteroides_fragilis
18044,Salmonella_enterica
18045,Streptococcus_pyogenes
18046,Escherichia_fergusonii
18047,Klebsiella_pneumoniae
18048,Bacteroides_fragilis
18049,Salmonella_enterica
18050,Bacteroides_fragilis
18051,Salmonella_enterica
18052,Streptococcus_pyogenes
18053,Escherichia_fergusonii
18054,Escherichia_fergusonii
18055,Bacteroides_fragilis
18056,Escherichia_fergusonii
18057,Bacteroides_fragilis
18058,Streptococcus_pneumoniae
18059,Bacteroides_fragilis
18060,Escherichia_coli
18061,Escherichia_coli
18062,Bacteroides_fragilis
18063,Streptococcus_pneumoniae
18064,Enterococcus_hirae
18065,Streptococcus_pyogenes
18066,Bacteroides_fragilis
18067,Streptococcus_pneumoniae
18068,Enterococcus_hirae
18069,Bacteroides_fragilis
18070,Bacteroides_fragilis
18071,Streptococcus_pneumoniae
18072,Enterococcus_hirae
18073,Streptococcus_pneumoniae
18074,Streptococcus_pyogenes
18075,Bacteroides_fragilis
18076,Escherichia_coli
18077,Streptococcus_pyogenes
18078,Escherichia_fergusonii
18079,Enterococcus_hirae
18080,Streptococcus_pneumoniae
18081,Campylobacter_jejuni
18082,Bacteroides_fragilis
18083,Staphylococcus_aureus
18084,Escherichia_coli
18085,Streptococcus_pneumoniae
18086,Streptococcus_pneumoniae
18087,Escherichia_fergusonii
18088,Enterococcus_hirae
18089,Enterococcus_hirae
18090,Campylobacter_jejuni
18091,Escherichia_fergusonii
18092,Bacteroides_fragilis
18093,Streptococcus_pyogenes
18094,Escherichia_coli
18095,Salmonella_enterica
18096,Escherichia_fergusonii
18097,Escherichia_fergusonii
18098,Bacteroides_fragilis
18099,Salmonella_enterica
18100,Streptococcus_pyogenes
18101,Staphylococcus_aureus
18102,Enterococcus_hirae
18103,Bacteroides_fragilis
18104,Streptococcus_pyogenes
18105,Salmonella_enterica
18106,Streptococcus_pyogenes
18107,Campylobacter_jejuni
18108,Streptococcus_pyogenes
18109,Enterococcus_hirae
18110,Escherichia_fergusonii
18111,Enterococcus_hirae
18112,Escherichia_coli
18113,Escherichia_fergusonii
18114,Enterococcus_hirae
18115,Salmonella_enterica
18116,Streptococcus_pyogenes
18117,Escherichia_fergusonii
18118,Streptococcus_pyogenes
18119,Enterococcus_hirae
18120,Escherichia_coli
18121,Escherichia_coli
18122,Salmonella_enterica
18123,Klebsiella_pneumoniae
18124,Escherichia_fergusonii
18125,Salmonella_enterica
18126,Streptococcus_pyogenes
18127,Streptococcus_pneumoniae
18128,Staphylococcus_aureus
18129,Streptococcus_pneumoniae
18130,Enterococcus_hirae
18131,Streptococcus_pneumoniae
18132,Bacteroides_fragilis
18133,Streptococcus_pneumoniae
18134,Escherichia_fergusonii
18135,Enterococcus_hirae
18136,Bacteroides_fragilis
18137,Streptococcus_pyogenes
18138,Escherichia_fergusonii
18139,Staphylococcus_aureus
18140,Salmonella_enterica
18141,Escherichia_coli
18142,Streptococcus_pneumoniae
18143,Enterococcus_hirae
18144,Bacteroides_fragilis
18145,Escherichia_coli
18146,Bacteroides_fragilis
18147,Streptococcus_pyogenes
18148,Enterococcus_hirae
18149,Campylobacter_jejuni
18150,Klebsiella_pneumoniae
18151,Enterococcus_hirae
18152,Escherichia_coli
18153,Escherichia_coli
18154,Escherichia_coli
18155,Escherichia_fergusonii
18156,Enterococcus_hirae
18157,Bacteroides_fragilis
18158,Streptococcus_pneumoniae
18159,Staphylococcus_aureus
18160,Salmonella_enterica
18161,Streptococcus_pneumoniae
18162,Streptococcus_pyogenes
18163,Escherichia_coli
18164,Streptococcus_pyogenes
18165,Salmonella_enterica
18166,Streptococcus_pyogenes
18167,Enterococcus_hirae
18168,Salmonella_enterica
18169,Bacteroides_fragilis
18170,Escherichia_coli
18171,Escherichia_coli
18172,Escherichia_coli
18173,Streptococcus_pneumoniae
18174,Escherichia_fergusonii
18175,Streptococcus_pneumoniae
18176,Streptococcus_pyogenes
18177,Escherichia_coli
18178,Escherichia_coli
18179,Escherichia_coli
18180,Escherichia_fergusonii
18181,Streptococcus_pneumoniae
18182,Streptococcus_pyogenes
18183,Escherichia_coli
18184,Campylobacter_jejuni
18185,Escherichia_fergusonii
18186,Streptococcus_pneumoniae
18187,Streptococcus_pyogenes
18188,Escherichia_coli
18189,Escherichia_coli
18190,Bacteroides_fragilis
18191,Bacteroides_fragilis
18192,Escherichia_coli
18193,Streptococcus_pneumoniae
18194,Enterococcus_hirae
18195,Escherichia_coli
18196,Escherichia_fergusonii
18197,Escherichia_coli
18198,Streptococcus_pyogenes
18199,Salmonella_enterica
18200,Streptococcus_pyogenes
18201,Enterococcus_hirae
18202,Escherichia_coli
18203,Streptococcus_pyogenes
18204,Escherichia_coli
18205,Escherichia_fergusonii
18206,Streptococcus_pneumoniae
18207,Bacteroides_fragilis
18208,Escherichia_fergusonii
18209,Streptococcus_pneumoniae
18210,Escherichia_fergusonii
18211,Streptococcus_pneumoniae
18212,Enterococcus_hirae
18213,Streptococcus_pneumoniae
18214,Escherichia_coli
18215,Escherichia_coli
18216,Escherichia_fergusonii
18217,Streptococcus_pyogenes
18218,Escherichia_coli
18219,Bacteroides_fragilis
18220,Escherichia_coli
18221,Escherichia_fergusonii
18222,Streptococcus_pyogenes
18223,Escherichia_fergusonii
18224,Staphylococcus_aureus
18225,Klebsiella_pneumoniae
18226,Salmonella_enterica
18227,Escherichia_coli
18228,Escherichia_coli
18229,Streptococcus_pyogenes
18230,Streptococcus_pneumoniae
18231,Bacteroides_fragilis
18232,Escherichia_coli
18233,Escherichia_fergusonii
18234,Escherichia_coli
18235,Enterococcus_hirae
18236,Bacteroides_fragilis
18237,Salmonella_enterica
18238,Enterococcus_hirae
18239,Streptococcus_pneumoniae
18240,Streptococcus_pyogenes
18241,Streptococcus_pneumoniae
18242,Streptococcus_pneumoniae
18243,Streptococcus_pneumoniae
18244,Escherichia_fergusonii
18245,Salmonella_enterica
18246,Enterococcus_hirae
18247,Klebsiella_pneumoniae
18248,Streptococcus_pyogenes
18249,Streptococcus_pneumoniae
18250,Streptococcus_pyogenes
18251,Enterococcus_hirae
18252,Salmonella_enterica
18253,Escherichia_coli
18254,Escherichia_coli
18255,Enterococcus_hirae
18256,Enterococcus_hirae
18257,Escherichia_fergusonii
18258,Escherichia_coli
18259,Klebsiella_pneumoniae
18260,Bacteroides_fragilis
18261,Bacteroides_fragilis
18262,Streptococcus_pneumoniae
18263,Enterococcus_hirae
18264,Streptococcus_pneumoniae
18265,Escherichia_fergusonii
18266,Salmonella_enterica
18267,Klebsiella_pneumoniae
18268,Bacteroides_fragilis
18269,Streptococcus_pneumoniae
18270,Staphylococcus_aureus
18271,Klebsiella_pneumoniae
18272,Klebsiella_pneumoniae
18273,Escherichia_fergusonii
18274,Staphylococcus_aureus
18275,Enterococcus_hirae
18276,Escherichia_fergusonii
18277,Escherichia_coli
18278,Escherichia_coli
18279,Escherichia_fergusonii
18280,Enterococcus_hirae
18281,Bacteroides_fragilis
18282,Escherichia_coli
18283,Salmonella_enterica
18284,Streptococcus_pyogenes
18285,Escherichia_fergusonii
18286,Salmonella_enterica
18287,Enterococcus_hirae
18288,Campylobacter_jejuni
18289,Bacteroides_fragilis
18290,Klebsiella_pneumoniae
18291,Bacteroides_fragilis
18292,Staphylococcus_aureus
18293,Enterococcus_hirae
18294,Escherichia_coli
18295,Streptococcus_pneumoniae
18296,Streptococcus_pyogenes
18297,Escherichia_fergusonii
18298,Salmonella_enterica
18299,Escherichia_fergusonii
18300,Staphylococcus_aureus
18301,Salmonella_enterica
18302,Streptococcus_pyogenes
18303,Enterococcus_hirae
18304,Streptococcus_pyogenes
18305,Escherichia_fergusonii
18306,Enterococcus_hirae
18307,Staphylococcus_aureus
18308,Streptococcus_pneumoniae
18309,Bacteroides_fragilis
18310,Streptococcus_pneumoniae
18311,Salmonella_enterica
18312,Streptococcus_pneumoniae
18313,Staphylococcus_aureus
18314,Campylobacter_jejuni
18315,Streptococcus_pyogenes
18316,Escherichia_coli
18317,Streptococcus_pyogenes
18318,Staphylococcus_aureus
18319,Escherichia_fergusonii
18320,Escherichia_coli
18321,Staphylococcus_aureus
18322,Klebsiella_pneumoniae
18323,Enterococcus_hirae
18324,Streptococcus_pyogenes
18325,Escherichia_coli
18326,Escherichia_fergusonii
18327,Enterococcus_hirae
18328,Staphylococcus_aureus
18329,Escherichia_fergusonii
18330,Enterococcus_hirae
18331,Bacteroides_fragilis
18332,Escherichia_fergusonii
18333,Klebsiella_pneumoniae
18334,Staphylococcus_aureus
18335,Klebsiella_pneumoniae
18336,Campylobacter_jejuni
18337,Bacteroides_fragilis
18338,Bacteroides_fragilis
18339,Escherichia_fergusonii
18340,Bacteroides_fragilis
18341,Streptococcus_pyogenes
18342,Escherichia_coli
18343,Bacteroides_fragilis
18344,Salmonella_enterica
18345,Bacteroides_fragilis
